"ensembl_gene_id" "external_gene_name" "entrezgene" "description" "percentage_gc_content" "chromosome_name"
"1" "ENSG00000000938" "FGR" 2268 "FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]" 52.97 "1"
"183" "ENSG00000034713" "GABARAPL2" 11345 "GABA(A) receptor-associated protein-like 2 [Source:HGNC Symbol;Acc:HGNC:13291]" 47.18 "16"
"184" "ENSG00000035403" "VCL" 7414 "vinculin [Source:HGNC Symbol;Acc:HGNC:12665]" 41.45 "10"
"185" "ENSG00000035687" "ADSS" 159 "adenylosuccinate synthase [Source:HGNC Symbol;Acc:HGNC:292]" 38.3 "1"
"186" "ENSG00000035862" "TIMP2" 7077 "TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]" 52.6 "17"
"187" "ENSG00000035928" "RFC1" 5981 "replication factor C (activator 1) 1, 145kDa [Source:HGNC Symbol;Acc:HGNC:9969]" 39.26 "4"
"188" "ENSG00000036257" "CUL3" 8452 "cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]" 37.23 "2"
"189" "ENSG00000036448" "MYOM2" 9172 "myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]" 46.64 "8"
"190" "ENSG00000037474" "NSUN2" 54888 "NOP2/Sun RNA methyltransferase family, member 2 [Source:HGNC Symbol;Acc:HGNC:25994]" 43.29 "5"
"191" "ENSG00000038219" "BOD1L1" 259282 "biorientation of chromosomes in cell division 1-like 1 [Source:HGNC Symbol;Acc:HGNC:31792]" 38.88 "4"
"192" "ENSG00000038274" "MAT2B" 27430 "methionine adenosyltransferase II, beta [Source:HGNC Symbol;Acc:HGNC:6905]" 38.25 "5"
"193" "ENSG00000038358" "EDC4" 23644 "enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]" 57.32 "16"
"194" "ENSG00000038382" "TRIO" 7204 "trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]" 43.35 "5"
"195" "ENSG00000038427" "VCAN" 1462 "versican [Source:HGNC Symbol;Acc:HGNC:2464]" 37.22 "5"
"196" "ENSG00000038532" "CLEC16A" 23274 "C-type lectin domain family 16, member A [Source:HGNC Symbol;Acc:HGNC:29013]" 48.06 "16"
"197" "ENSG00000039068" "CDH1" 999 "cadherin 1, type 1, E-cadherin (epithelial) [Source:HGNC Symbol;Acc:HGNC:1748]" 46.89 "16"
"198" "ENSG00000039319" "ZFYVE16" 9765 "zinc finger, FYVE domain containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]" 37.65 "5"
"199" "ENSG00000039523" "FAM65A" 79567 "family with sequence similarity 65, member A [Source:HGNC Symbol;Acc:HGNC:25836]" 57.05 "16"
"200" "ENSG00000039560" "RAI14" 26064 "retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]" 42.13 "5"
"201" "ENSG00000040933" "INPP4A" 3631 "inositol polyphosphate-4-phosphatase, type I, 107kDa [Source:HGNC Symbol;Acc:HGNC:6074]" 47.33 "2"
"202" "ENSG00000041357" "PSMA4" 5685 "proteasome (prosome, macropain) subunit, alpha type, 4 [Source:HGNC Symbol;Acc:HGNC:9533]" 42.32 "15"
"203" "ENSG00000041982" "TNC" 3371 "tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]" 41.85 "9"
"204" "ENSG00000042445" "RETSAT" 54884 "retinol saturase (all-trans-retinol 13,14-reductase) [Source:HGNC Symbol;Acc:HGNC:25991]" 51.7 "2"
"205" "ENSG00000042493" "CAPG" 822 "capping protein (actin filament), gelsolin-like [Source:HGNC Symbol;Acc:HGNC:1474]" 51.32 "2"
"206" "ENSG00000042753" "AP2S1" 1175 "adaptor-related protein complex 2, sigma 1 subunit [Source:HGNC Symbol;Acc:HGNC:565]" 52.87 "19"
"207" "ENSG00000042832" "TG" 7038 "thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]" 45.9 "8"
"208" "ENSG00000043143" "JADE2" 23338 "jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984]" 53.79 "5"
"209" "ENSG00000044115" "CTNNA1" 1495 "catenin (cadherin-associated protein), alpha 1, 102kDa [Source:HGNC Symbol;Acc:HGNC:2509]" 44.15 "5"
"210" "ENSG00000044446" "PHKA2" 5256 "phosphorylase kinase, alpha 2 (liver) [Source:HGNC Symbol;Acc:HGNC:8926]" 45.75 "X"
"211" "ENSG00000044574" "HSPA5" 3309 "heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) [Source:HGNC Symbol;Acc:HGNC:5238]" 43.98 "9"
"212" "ENSG00000046653" "GPM6B" 2824 "glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]" 41.5 "X"
"213" "ENSG00000047188" "YTHDC2" 64848 "YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721]" 34.67 "5"
"214" "ENSG00000047249" "ATP6V1H" 51606 "ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]" 39.2 "8"
"215" "ENSG00000047315" "POLR2B" 5431 "polymerase (RNA) II (DNA directed) polypeptide B, 140kDa [Source:HGNC Symbol;Acc:HGNC:9188]" 40.19 "4"
"216" "ENSG00000047346" "FAM214A" 56204 "family with sequence similarity 214, member A [Source:HGNC Symbol;Acc:HGNC:25609]" 37.21 "15"
"217" "ENSG00000047410" "TPR" 7175 "translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]" 34.16 "1"
"218" "ENSG00000047644" "WWC3" 55841 "WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237]" 46.21 "X"
"219" "ENSG00000047849" "MAP4" 4134 "microtubule-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]" 43.43 "3"
"220" "ENSG00000047932" "GOPC" 57120 "golgi-associated PDZ and coiled-coil motif containing [Source:HGNC Symbol;Acc:HGNC:17643]" 38.22 "6"
"221" "ENSG00000048540" "LMO3" 55885 "LIM domain only 3 (rhombotin-like 2) [Source:HGNC Symbol;Acc:HGNC:6643]" 35.63 "12"
"222" "ENSG00000048649" "RSF1" 51773 "remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]" 39.04 "11"
"223" "ENSG00000048707" "VPS13D" 55187 "vacuolar protein sorting 13 homolog D (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23595]" 42.34 "1"
"224" "ENSG00000048740" "CELF2" 10659 "CUGBP, Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550]" 42.7 "10"
"225" "ENSG00000048828" "FAM120A" 23196 "family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]" 42.4 "9"
"226" "ENSG00000049239" "H6PD" 9563 "hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:HGNC:4795]" 52.29 "1"
"227" "ENSG00000049245" "VAMP3" 9341 "vesicle-associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]" 42.77 "1"
"228" "ENSG00000049323" "LTBP1" 4052 "latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]" 40.25 "2"
"229" "ENSG00000049449" "RCN1" 5954 "reticulocalbin 1, EF-hand calcium binding domain [Source:HGNC Symbol;Acc:HGNC:9934]" 43.38 "11"
"231" "ENSG00000049540" "ELN" 2006 "elastin [Source:HGNC Symbol;Acc:HGNC:3327]" 54.95 "7"
"232" "ENSG00000049618" "ARID1B" 57492 "AT rich interactive domain 1B (SWI1-like) [Source:HGNC Symbol;Acc:HGNC:18040]" 40.83 "6"
"233" "ENSG00000049656" "CLPTM1L" 81037 "CLPTM1-like [Source:HGNC Symbol;Acc:HGNC:24308]" 56.17 "5"
"234" "ENSG00000049759" "NEDD4L" 23327 "neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]" 43.36 "18"
"235" "ENSG00000049860" "HEXB" 3074 "hexosaminidase B (beta polypeptide) [Source:HGNC Symbol;Acc:HGNC:4879]" 42.11 "5"
"236" "ENSG00000050165" "DKK3" 27122 "dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]" 49.18 "11"
"237" "ENSG00000050405" "LIMA1" 51474 "LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]" 42.32 "12"
"238" "ENSG00000050426" "LETMD1" 25875 "LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]" 45.34 "12"
"239" "ENSG00000050748" "MAPK9" 5601 "mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]" 43.58 "5"
"240" "ENSG00000050820" "BCAR1" 9564 "breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:HGNC:971]" 59.7 "16"
"241" "ENSG00000051009" "FAM160A2" 84067 "family with sequence similarity 160, member A2 [Source:HGNC Symbol;Acc:HGNC:25378]" 44.55 "11"
"242" "ENSG00000051108" "HERPUD1" 9709 "homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:HGNC Symbol;Acc:HGNC:13744]" 43.16 "16"
"243" "ENSG00000051523" "CYBA" 1535 "cytochrome b-245, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:2577]" 61.89 "16"
"244" "ENSG00000052802" "MSMO1" 6307 "methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]" 37.1 "4"
"245" "ENSG00000052841" "TTC17" 55761 "tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]" 37.89 "11"
"246" "ENSG00000053254" "FOXN3" 1112 "forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]" 44.31 "14"
"247" "ENSG00000053438" "NNAT" 4826 "neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]" 54.05 "20"
"248" "ENSG00000053747" "LAMA3" 3909 "laminin, alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]" 42.46 "18"
"249" "ENSG00000054116" "TRAPPC3" 27095 "trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]" 49.8 "1"
"250" "ENSG00000054118" "THRAP3" 9967 "thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]" 43.72 "1"
"251" "ENSG00000054267" "ARID4B" 51742 "AT rich interactive domain 4B (RBP1-like) [Source:HGNC Symbol;Acc:HGNC:15550]" 39.95 "1"
"252" "ENSG00000054523" "KIF1B" 23095 "kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]" 41.99 "1"
"253" "ENSG00000054654" "SYNE2" 23224 "spectrin repeat containing, nuclear envelope 2 [Source:HGNC Symbol;Acc:HGNC:17084]" 40.76 "14"
"254" "ENSG00000054793" "ATP9A" 10079 "ATPase, class II, type 9A [Source:HGNC Symbol;Acc:HGNC:13540]" 46.69 "20"
"255" "ENSG00000054965" "FAM168A" 23201 "family with sequence similarity 168, member A [Source:HGNC Symbol;Acc:HGNC:28999]" 41.55 "11"
"256" "ENSG00000055044" "NOP58" 51602 "NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]" 41.15 "2"
"257" "ENSG00000055130" "CUL1" 8454 "cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]" 41.22 "7"
"258" "ENSG00000055163" "CYFIP2" 26999 "cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]" 44.29 "5"
"259" "ENSG00000055208" "TAB2" 23118 "TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]" 38.87 "6"
"260" "ENSG00000055211" "GINM1" 116254 "glycoprotein integral membrane 1 [Source:HGNC Symbol;Acc:HGNC:21074]" 42.05 "6"
"261" "ENSG00000055483" "USP36" 57602 "ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]" 50.03 "17"
"262" "ENSG00000055609" "KMT2C" 58508 "lysine (K)-specific methyltransferase 2C [Source:HGNC Symbol;Acc:HGNC:13726]" 38.65 "7"
"263" "ENSG00000055917" "PUM2" 23369 "pumilio RNA-binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]" 37.42 "2"
"264" "ENSG00000056097" "ZFR" 51663 "zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]" 38.33 "5"
"265" "ENSG00000056586" "RC3H2" 54542 "ring finger and CCCH-type domains 2 [Source:HGNC Symbol;Acc:HGNC:21461]" 40.5 "9"
"266" "ENSG00000057608" "GDI2" 2665 "GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]" 43.74 "10"
"267" "ENSG00000057757" "PITHD1" 57095 "PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25022]" 44.59 "1"
"268" "ENSG00000058056" "USP13" 8975 "ubiquitin specific peptidase 13 (isopeptidase T-3) [Source:HGNC Symbol;Acc:HGNC:12611]" 42.73 "3"
"269" "ENSG00000058063" "ATP11B" 23200 "ATPase, class VI, type 11B [Source:HGNC Symbol;Acc:HGNC:13553]" 36.02 "3"
"270" "ENSG00000058262" "SEC61A1" 29927 "Sec61 alpha 1 subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:18276]" 47.3 "3"
"271" "ENSG00000058272" "PPP1R12A" 4659 "protein phosphatase 1, regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]" 36.07 "12"
"272" "ENSG00000058404" "CAMK2B" 816 "calcium/calmodulin-dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]" 55.17 "7"
"273" "ENSG00000058453" "CROCC" 9696 "ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:HGNC:21299]" 49.14 "1"
"274" "ENSG00000058668" "ATP2B4" 493 "ATPase, Ca++ transporting, plasma membrane 4 [Source:HGNC Symbol;Acc:HGNC:817]" 46.5 "1"
"275" "ENSG00000058673" "ZC3H11A" 9877 "zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]" 40.85 "1"
"277" "ENSG00000059122" "FLYWCH1" 84256 "FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25404]" 52.33 "16"
"278" "ENSG00000059588" "TARBP1" 6894 "TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]" 40.27 "1"
"279" "ENSG00000059728" "MXD1" 4084 "MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]" 40.74 "2"
"280" "ENSG00000059804" "SLC2A3" 6515 "solute carrier family 2 (facilitated glucose transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:11007]" 44.63 "12"
"281" "ENSG00000059915" "PSD" 5662 "pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]" 59.67 "10"
"282" "ENSG00000060138" "YBX3" 8531 "Y box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]" 39.09 "12"
"283" "ENSG00000060237" "WNK1" 65125 "WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]" 38.72 "12"
"284" "ENSG00000060339" "CCAR1" 55749 "cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]" 41.75 "10"
"285" "ENSG00000060491" "OGFR" 11054 "opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]" 63.45 "20"
"286" "ENSG00000060762" "MPC1" 51660 "mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]" 38.93 "6"
"287" "ENSG00000060971" "ACAA1" 30 "acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]" 51.46 "3"
"288" "ENSG00000061273" "HDAC7" 51564 "histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]" 54.88 "12"
"289" "ENSG00000061676" "NCKAP1" 10787 "NCK-associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]" 35.82 "2"
"290" "ENSG00000061936" "SFSWAP" 6433 "splicing factor, suppressor of white-apricot family [Source:HGNC Symbol;Acc:HGNC:10790]" 46.45 "12"
"291" "ENSG00000061938" "TNK2" 10188 "tyrosine kinase, non-receptor, 2 [Source:HGNC Symbol;Acc:HGNC:19297]" 58.27 "3"
"292" "ENSG00000061987" "MON2" 23041 "MON2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29177]" 36.21 "12"
"293" "ENSG00000062194" "GPBP1" 65056 "GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520]" 40.02 "5"
"294" "ENSG00000062282" "DGAT2" 84649 "diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940]" 52.02 "11"
"295" "ENSG00000062485" "CS" 1431 "citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]" 46.16 "12"
"296" "ENSG00000062598" "ELMO2" 63916 "engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]" 44.15 "20"
"297" "ENSG00000062650" "WAPAL" 23063 "wings apart-like homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:23293]" 39.87 "10"
"298" "ENSG00000062716" "VMP1" 81671 "vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]" 39.75 "17"
"299" "ENSG00000063046" "EIF4B" 1975 "eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]" 42.8 "12"
"300" "ENSG00000063177" "RPL18" 6141 "ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:10310]" 56.83 "19"
"301" "ENSG00000063180" "CA11" 770 "carbonic anhydrase XI [Source:HGNC Symbol;Acc:HGNC:1370]" 53.83 "19"
"302" "ENSG00000063244" "U2AF2" 11338 "U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]" 56.03 "19"
"303" "ENSG00000063245" "EPN1" 29924 "epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]" 54.85 "19"
"304" "ENSG00000063322" "MED29" 55588 "mediator complex subunit 29 [Source:HGNC Symbol;Acc:HGNC:23074]" 52.36 "19"
"305" "ENSG00000063660" "GPC1" 2817 "glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]" 64.63 "2"
"306" "ENSG00000063854" "HAGH" 3029 "hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]" 53.33 "16"
"307" "ENSG00000063978" "RNF4" 6047 "ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067]" 47.38 "4"
"308" "ENSG00000064042" "LIMCH1" 22998 "LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191]" 40.5 "4"
"309" "ENSG00000064205" "WISP2" 8839 "WNT1 inducible signaling pathway protein 2 [Source:HGNC Symbol;Acc:HGNC:12770]" 51.46 "20"
"310" "ENSG00000064300" "NGFR" 4804 "nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]" 56.74 "17"
"311" "ENSG00000064393" "HIPK2" 28996 "homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]" 45.62 "7"
"312" "ENSG00000064601" "CTSA" 5476 "cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]" 56.04 "20"
"313" "ENSG00000064607" "SUGP2" 10147 "SURP and G patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641]" 50 "19"
"314" "ENSG00000064651" "SLC12A2" 6558 "solute carrier family 12 (sodium/potassium/chloride transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10911]" 35.24 "5"
"315" "ENSG00000064666" "CNN2" 1265 "calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]" 59.73 "19"
"316" "ENSG00000064687" "ABCA7" 10347 "ATP-binding cassette, sub-family A (ABC1), member 7 [Source:HGNC Symbol;Acc:HGNC:37]" 60.49 "19"
"317" "ENSG00000064726" "BTBD1" 53339 "BTB (POZ) domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1120]" 39.53 "15"
"318" "ENSG00000064787" "BCAS1" 8537 "breast carcinoma amplified sequence 1 [Source:HGNC Symbol;Acc:HGNC:974]" 40.73 "20"
"319" "ENSG00000064932" "SBNO2" 22904 "strawberry notch homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:29158]" 63.18 "19"
"320" "ENSG00000064961" "HMG20B" 10362 "high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002]" 65.34 "19"
"321" "ENSG00000064999" "ANKS1A" 23294 "ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]" 44.93 "6"
"322" "ENSG00000065000" "AP3D1" 8943 "adaptor-related protein complex 3, delta 1 subunit [Source:HGNC Symbol;Acc:HGNC:568]" 56.41 "19"
"323" "ENSG00000065029" "ZNF76" 7629 "zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149]" 48.23 "6"
"324" "ENSG00000065054" "SLC9A3R2" 9351 "solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]" 64.6 "16"
"325" "ENSG00000065135" "GNAI3" 2773 "guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:4387]" 39.95 "1"
"326" "ENSG00000065150" "IPO5" 3843 "importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]" 40.27 "13"
"327" "ENSG00000065154" "OAT" 4942 "ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]" 42.49 "10"
"328" "ENSG00000065243" "PKN2" 5586 "protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]" 36.25 "1"
"329" "ENSG00000065308" "TRAM2" 9697 "translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]" 46.6 "6"
"330" "ENSG00000065320" "NTN1" 9423 "netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]" 49.77 "17"
"331" "ENSG00000065357" "DGKA" 1606 "diacylglycerol kinase, alpha 80kDa [Source:HGNC Symbol;Acc:HGNC:2849]" 48.71 "12"
"332" "ENSG00000065361" "ERBB3" 2065 "erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]" 49.92 "12"
"333" "ENSG00000065427" "KARS" 3735 "lysyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6215]" 45.57 "16"
"334" "ENSG00000065518" "NDUFB4" 4710 "NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa [Source:HGNC Symbol;Acc:HGNC:7699]" 39.39 "3"
"335" "ENSG00000065526" "SPEN" 23013 "spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]" 42.99 "1"
"336" "ENSG00000065534" "MYLK" 4638 "myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]" 45.34 "3"
"337" "ENSG00000065548" "ZC3H15" 55854 "zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]" 37.22 "2"
"338" "ENSG00000065613" "SLK" 9748 "STE20-like kinase [Source:HGNC Symbol;Acc:HGNC:11088]" 36.55 "10"
"339" "ENSG00000065618" "COL17A1" 1308 "collagen, type XVII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2194]" 48.31 "10"
"340" "ENSG00000065717" "TLE2" 7089 "transducin-like enhancer of split 2 [Source:HGNC Symbol;Acc:HGNC:11838]" 54.67 "19"
"341" "ENSG00000065802" "ASB1" 51665 "ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]" 47.31 "2"
"342" "ENSG00000065809" "FAM107B" 83641 "family with sequence similarity 107, member B [Source:HGNC Symbol;Acc:HGNC:23726]" 43.19 "10"
"343" "ENSG00000065882" "TBC1D1" 23216 "TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1 [Source:HGNC Symbol;Acc:HGNC:11578]" 42.84 "4"
"344" "ENSG00000065883" "CDK13" 8621 "cyclin-dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]" 38.87 "7"
"345" "ENSG00000065970" "FOXJ2" 55810 "forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]" 47.57 "12"
"346" "ENSG00000065978" "YBX1" 4904 "Y box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]" 40.41 "1"
"347" "ENSG00000066027" "PPP2R5A" 5525 "protein phosphatase 2, regulatory subunit B', alpha [Source:HGNC Symbol;Acc:HGNC:9309]" 39.28 "1"
"348" "ENSG00000066044" "ELAVL1" 1994 "ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]" 51.68 "19"
"349" "ENSG00000066056" "TIE1" 7075 "tyrosine kinase with immunoglobulin-like and EGF-like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]" 54.59 "1"
"350" "ENSG00000066084" "DIP2B" 57609 "DIP2 disco-interacting protein 2 homolog B (Drosophila) [Source:HGNC Symbol;Acc:HGNC:29284]" 41.84 "12"
"351" "ENSG00000066117" "SMARCD1" 6602 "SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]" 48.68 "12"
"352" "ENSG00000066136" "NFYC" 4802 "nuclear transcription factor Y, gamma [Source:HGNC Symbol;Acc:HGNC:7806]" 42.67 "1"
"353" "ENSG00000066322" "ELOVL1" 64834 "ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]" 58.74 "1"
"354" "ENSG00000066336" "SPI1" 6688 "Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]" 52.62 "11"
"355" "ENSG00000066468" "FGFR2" 2263 "fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]" 45.41 "10"
"356" "ENSG00000066654" "THUMPD1" 55623 "THUMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23807]" 41.76 "16"
"357" "ENSG00000066739" "ATG2B" 55102 "autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]" 37.31 "14"
"358" "ENSG00000066777" "ARFGEF1" 10565 "ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) [Source:HGNC Symbol;Acc:HGNC:15772]" 38.36 "8"
"359" "ENSG00000066933" "MYO9A" 4649 "myosin IXA [Source:HGNC Symbol;Acc:HGNC:7608]" 37.93 "15"
"360" "ENSG00000067048" "DDX3Y" 8653 "DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]" 37.7 "Y"
"361" "ENSG00000067057" "PFKP" 5214 "phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]" 51.45 "10"
"362" "ENSG00000067064" "IDI1" 3422 "isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]" 43.32 "10"
"363" "ENSG00000067066" "SP100" 6672 "SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]" 39.2 "2"
"364" "ENSG00000067082" "KLF6" 1316 "Kruppel-like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]" 48.08 "10"
"365" "ENSG00000067113" "PPAP2A" 8611 "phosphatidic acid phosphatase type 2A [Source:HGNC Symbol;Acc:HGNC:9228]" 39.62 "5"
"366" "ENSG00000067141" "NEO1" 4756 "neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]" 38.73 "15"
